Timestamp,MCSS.MB8240
6/25/2020 15:00,"-17,680.48"
6/25/2020 15:15,"-17,560.34"
6/25/2020 15:30,"-17,115.61"
6/25/2020 15:45,"-17,139.80"
6/25/2020 16:00,"-17,923.83"
6/25/2020 16:15,"-18,215.94"
6/25/2020 16:30,"-17,600.66"
6/25/2020 16:45,"-17,909.10"
6/25/2020 17:00,"-17,112.71"
6/25/2020 17:15,"-17,310.34"
6/25/2020 17:30,"-17,492.59"
6/25/2020 17:45,"-17,372.94"
6/25/2020 18:00,"-17,366.54"
6/25/2020 18:15,"-17,232.50"
6/25/2020 18:30,"-16,923.90"
6/25/2020 18:45,"-16,793.39"
6/25/2020 19:00,"-16,792.28"
6/25/2020 19:15,"-16,930.68"
6/25/2020 19:30,"-17,049.34"
6/25/2020 19:45,"-16,981.58"
6/25/2020 20:00,"-17,280.23"
6/25/2020 20:15,"-16,061.09"
6/25/2020 20:30,"-16,059.21"
6/25/2020 20:45,"-15,991.09"
6/25/2020 21:00,"-16,008.98"
6/25/2020 21:15,"-15,703.86"
6/25/2020 21:30,"-15,618.69"
6/25/2020 21:45,"-15,481.59"
6/25/2020 22:00,"-15,506.66"
6/25/2020 22:15,"-15,234.35"
6/25/2020 22:30,"-14,831.60"
6/25/2020 22:45,"-14,910.69"
6/25/2020 23:00,"-15,081.92"
6/25/2020 23:15,"-14,849.35"
6/25/2020 23:30,"-14,773.36"
6/25/2020 23:45,"-15,369.84"
6/26/2020 0:00,"-15,255.23"
6/26/2020 0:15,"-14,349.57"
6/26/2020 0:30,"-14,168.87"
6/26/2020 0:45,"-14,203.75"
6/26/2020 1:00,"-14,650.84"
6/26/2020 1:15,"-15,676.97"
6/26/2020 1:30,"-15,045.64"
6/26/2020 1:45,"-14,693.86"
6/26/2020 2:00,"-14,069.34"
6/26/2020 2:15,"-14,058.42"
6/26/2020 2:30,"-13,905.40"
6/26/2020 2:45,"-14,147.40"
6/26/2020 3:00,"-15,112.32"
6/26/2020 3:15,"-14,701.17"
6/26/2020 3:30,"-14,283.31"
6/26/2020 3:45,"-13,862.24"
6/26/2020 4:00,"-13,870.98"
6/26/2020 4:15,"-13,910.53"
6/26/2020 4:30,"-14,330.69"
6/26/2020 4:45,"-14,662.30"
6/26/2020 5:00,"-14,368.27"
6/26/2020 5:15,"-14,496.56"
6/26/2020 5:30,"-14,968.47"
6/26/2020 5:45,"-14,893.32"
6/26/2020 6:00,"-15,491.34"
6/26/2020 6:15,"-15,422.29"
6/26/2020 6:30,"-15,229.03"
6/26/2020 6:45,"-14,999.18"
6/26/2020 7:00,"-14,884.67"
6/26/2020 7:15,"-14,914.33"
6/26/2020 7:30,"-15,651.64"
6/26/2020 7:45,"-15,811.55"
6/26/2020 8:00,"-15,780.09"
6/26/2020 8:15,"-15,806.61"
6/26/2020 8:30,"-15,817.88"
6/26/2020 8:45,"-15,883.96"
6/26/2020 9:00,"-16,584.59"
6/26/2020 9:15,"-16,509.07"
6/26/2020 9:30,"-16,304.29"
6/26/2020 9:45,"-15,920.11"
6/26/2020 10:00,"-16,397.87"
6/26/2020 10:15,"-16,951.56"
6/26/2020 10:30,"-17,166.40"
6/26/2020 10:45,"-17,062.22"
6/26/2020 11:00,"-16,570.98"
6/26/2020 11:15,"-16,335.79"
6/26/2020 11:30,"-16,523.74"
6/26/2020 11:45,"-17,118.65"
6/26/2020 12:00,"-17,444.16"
6/26/2020 12:15,"-17,676.60"
6/26/2020 12:30,"-17,241.00"
6/26/2020 12:45,"-17,090.39"
6/26/2020 13:00,"-17,294.96"
